id,component,fold
5257,obj:afdc8d9949897a8fff3ff422d3b6e39e9631f3349b50f4bce44d7ccf7721cf9f,1
5258,obj:14a74bc17bff9673d0f8bc3a79838f9f7505bf66fcf49cf9f6aff715ffe25483,4
5259,obj:14a74bc17bff9673d0f8bc3a79838f9f7505bf66fcf49cf9f6aff715ffe25483,4
5260,obj:bacfa64c2c23dfcfc0b166ae85f56a1bdc9a5811f9558ee354a8a97e942df7b9,2
5261,obj:bacfa64c2c23dfcfc0b166ae85f56a1bdc9a5811f9558ee354a8a97e942df7b9,2
5262,obj:5cb075bc6f202a4a4e7f7bab31fc7e1e5578fd847ca3c0b36f9754a43a5fcf33,3
5263,obj:5cb075bc6f202a4a4e7f7bab31fc7e1e5578fd847ca3c0b36f9754a43a5fcf33,3
5264,obj:8a7d63542131081842b3d74949f9526d3b40c8f6bcc95a325961423701b42c54,1
5265,obj:8a7d63542131081842b3d74949f9526d3b40c8f6bcc95a325961423701b42c54,1
5266,obj:6488aebe30e63e9b143d4cba3868dae254874b6327a81b73b66a18b230579780,0
5267,obj:6488aebe30e63e9b143d4cba3868dae254874b6327a81b73b66a18b230579780,0
5268,obj:bdc4e859742a25b7a47fc65ae75659104dbce19f68d62360da104fac67c1c117,1
5269,obj:bdc4e859742a25b7a47fc65ae75659104dbce19f68d62360da104fac67c1c117,1
5270,obj:6488aebe30e63e9b143d4cba3868dae254874b6327a81b73b66a18b230579780,0
5271,obj:6488aebe30e63e9b143d4cba3868dae254874b6327a81b73b66a18b230579780,0
5272,obj:3b82a331147882466ab2a2c9d81597e7097e774c86d902b76e631b05b3d74107,2
5273,obj:3b82a331147882466ab2a2c9d81597e7097e774c86d902b76e631b05b3d74107,2
5274,obj:558c517069e6b1447edc0a86845067f002962b9c9c0828ca69f7b839f53c40ca,2
5275,obj:558c517069e6b1447edc0a86845067f002962b9c9c0828ca69f7b839f53c40ca,2
5276,obj:34412624ee154ab87e337844cd36ee98e681770e2cfccf77f4ade43e883e370a,0
5277,obj:34412624ee154ab87e337844cd36ee98e681770e2cfccf77f4ade43e883e370a,0
5278,obj:a0758ab2a908180dff98fd16e6495440183b176d2fc3c4be5a760d6609ecf564,2
5279,obj:a0758ab2a908180dff98fd16e6495440183b176d2fc3c4be5a760d6609ecf564,2
5280,obj:8cd5be41a30f19700f44fcdd88eeca4ca2311973ac73494b013d84b7b36390c0,1
5281,obj:8cd5be41a30f19700f44fcdd88eeca4ca2311973ac73494b013d84b7b36390c0,1
5282,obj:177f406188d4de4f1832fe61ef52b60b37c3b8f9140ad82a3eb7d7399ee8a588,2
5283,obj:177f406188d4de4f1832fe61ef52b60b37c3b8f9140ad82a3eb7d7399ee8a588,2
5284,obj:5c1ce3688fd18cc1ea8443a1ad7eda4094d87a90836ce2224221a9bdeacdf4e5,4
5285,obj:5c1ce3688fd18cc1ea8443a1ad7eda4094d87a90836ce2224221a9bdeacdf4e5,4
5286,obj:ca01007187b8e8c2a62e1ede01b379e285fe674abf2459e6b8a56226b27f4ef0,1
5287,obj:ca01007187b8e8c2a62e1ede01b379e285fe674abf2459e6b8a56226b27f4ef0,1
5288,obj:0bea36dfe869410e0a45d68171a865a602297d5aae75cab85e2342119017bcae,1
5289,obj:0bea36dfe869410e0a45d68171a865a602297d5aae75cab85e2342119017bcae,1
5290,obj:14232e3ed027da037b75167f43dab2daa945aab669b6c361ea3f1302de2eba4b,0
5291,obj:14232e3ed027da037b75167f43dab2daa945aab669b6c361ea3f1302de2eba4b,0
5292,obj:de04bcc3bb81d6119751e1b7932f17502a6d1d1281be6760fbe1a331886ce15d,0
5293,obj:de04bcc3bb81d6119751e1b7932f17502a6d1d1281be6760fbe1a331886ce15d,0
5294,obj:8a7d63542131081842b3d74949f9526d3b40c8f6bcc95a325961423701b42c54,1
5295,obj:8a7d63542131081842b3d74949f9526d3b40c8f6bcc95a325961423701b42c54,1
5296,obj:671d9aa821b402200f36a4d3f6c0f9ba17cdbca35ca40958041a0d3bcd621435,4
5297,obj:671d9aa821b402200f36a4d3f6c0f9ba17cdbca35ca40958041a0d3bcd621435,4
5298,obj:4709d21fa160f273f9f70b9c1a826005d13aafe6cf0c0bf836d2c73df91bb336,0
5299,obj:4709d21fa160f273f9f70b9c1a826005d13aafe6cf0c0bf836d2c73df91bb336,0
5300,obj:ffd14cf7973bbc39d9290d924019828b3cd6ca1b59ce3128d2bb424c86bbf20d,4
5301,obj:ffd14cf7973bbc39d9290d924019828b3cd6ca1b59ce3128d2bb424c86bbf20d,4
5302,obj:6acedb6d72d3f1906eff134d02242f42f245fa33e1ece9f133926e90b655781a,1
5303,obj:6acedb6d72d3f1906eff134d02242f42f245fa33e1ece9f133926e90b655781a,1
5304,obj:d6d685bd1d2035db10c9e6c8c71172d6037c6eea7eac718cdd7e6bec84bbd46f,1
5305,obj:d6d685bd1d2035db10c9e6c8c71172d6037c6eea7eac718cdd7e6bec84bbd46f,1
5306,obj:e43425a101ab6f8bb3df02064f38032e430bf03cf62b6df144911f86876e9535,3
5307,obj:e43425a101ab6f8bb3df02064f38032e430bf03cf62b6df144911f86876e9535,3
5308,obj:3d1a74cc806dc8b2867a26377e0cf0cf03307d698bf767706f39f4040aecd4f8,1
5309,obj:3d1a74cc806dc8b2867a26377e0cf0cf03307d698bf767706f39f4040aecd4f8,1
5310,obj:2555e4e4aa1f2f5ea33327eff2ff3ba6d5e0b04fc41cf6f648b1b53cf71c05b2,3
5311,obj:2555e4e4aa1f2f5ea33327eff2ff3ba6d5e0b04fc41cf6f648b1b53cf71c05b2,3
5312,obj:f16f01a32da8a4f400a4a0ebd52c2d505872b7bec7c3d6170868c3df8f7bdad3,3
5313,obj:f16f01a32da8a4f400a4a0ebd52c2d505872b7bec7c3d6170868c3df8f7bdad3,3
5314,obj:6f42c582dd6e7b27eddd6730b11995ca503093dad0f4987c546821d807630805,4
5315,obj:6f42c582dd6e7b27eddd6730b11995ca503093dad0f4987c546821d807630805,4
5316,obj:0e3d2a7acd5b03c38dc9451efae23107010d445c87c718a58ae54f8a4ddce40a,1
5317,obj:0e3d2a7acd5b03c38dc9451efae23107010d445c87c718a58ae54f8a4ddce40a,1
5318,obj:ec24e37899439a269cbaba24f857eab788a1e8abfe394fed62046b331b8ed1a9,4
5319,obj:ec24e37899439a269cbaba24f857eab788a1e8abfe394fed62046b331b8ed1a9,4
5320,obj:7cd82545b39c0eff91afdfa604793dbcce0245eb5f124a6e5890bd795e5aa1bc,1
5321,obj:7cd82545b39c0eff91afdfa604793dbcce0245eb5f124a6e5890bd795e5aa1bc,1
5322,obj:5346b83c14e145aedeb4ce07fdc92ac3308782d301e8071dc5eb3328d0f50a87,4
5323,obj:5346b83c14e145aedeb4ce07fdc92ac3308782d301e8071dc5eb3328d0f50a87,4
5324,obj:eaad3ec91ca03dd80c5a89b853231666bbe3343d0fcd6340f35c45c04d3e81dc,0
5325,obj:eaad3ec91ca03dd80c5a89b853231666bbe3343d0fcd6340f35c45c04d3e81dc,0
5326,obj:d08f5c57cb64d54c330ae7229044947b6e31bcdb63dab8d2396a57abfff23b2d,2
5327,obj:d08f5c57cb64d54c330ae7229044947b6e31bcdb63dab8d2396a57abfff23b2d,2
5328,obj:8522f93137f012608a321d51644b73f318c96bec44453ec970be7901b1186424,4
5329,obj:8522f93137f012608a321d51644b73f318c96bec44453ec970be7901b1186424,4
5330,obj:7dd04f40183376f1ce0ba9920e409c53412180ac556c5660808961e7147d5d66,2
5331,obj:7dd04f40183376f1ce0ba9920e409c53412180ac556c5660808961e7147d5d66,2
5332,obj:61d2f917bd1ee7a1daec314702fe9fc16d30c625f60b9b4b5fd33d1cf6367563,0
5333,obj:61d2f917bd1ee7a1daec314702fe9fc16d30c625f60b9b4b5fd33d1cf6367563,0
5334,obj:ab6c74296fc95bce147c19cea95cdff3e29c53d3446f93d25a998250fb0db594,2
5335,obj:ab6c74296fc95bce147c19cea95cdff3e29c53d3446f93d25a998250fb0db594,2
5336,obj:bc44cf4b68455bb975c3769025536441435a3eb4431b181ffdd89ee6f6f0119a,4
5337,obj:bc44cf4b68455bb975c3769025536441435a3eb4431b181ffdd89ee6f6f0119a,4
5338,obj:9c2719cc566ce2f56e9060bd55bd9f501c65b5b55ce011279eef0eba94072f18,0
5339,obj:9c2719cc566ce2f56e9060bd55bd9f501c65b5b55ce011279eef0eba94072f18,0
5340,obj:2fccf24bcc1931fa396cbcbfc93602076c5044526b396392936b6a883c3caba0,1
5341,obj:2fccf24bcc1931fa396cbcbfc93602076c5044526b396392936b6a883c3caba0,1
5342,obj:7af798ed2beb2c27d18760f1112044691321995ebe42704db0e399af7e4f2117,2
5343,obj:7af798ed2beb2c27d18760f1112044691321995ebe42704db0e399af7e4f2117,2
5344,obj:e17078e0665fd6ffb511db2b73fbc54bc6e590a83398c3f868aa29cafd9d461a,0
5345,obj:e17078e0665fd6ffb511db2b73fbc54bc6e590a83398c3f868aa29cafd9d461a,0
5346,obj:119568904906632859e5aca85087a5f8d5a0fa4b369a3a16bfb59526dce430a9,3
5347,obj:119568904906632859e5aca85087a5f8d5a0fa4b369a3a16bfb59526dce430a9,3
5348,obj:bc44cf4b68455bb975c3769025536441435a3eb4431b181ffdd89ee6f6f0119a,4
5349,obj:bc44cf4b68455bb975c3769025536441435a3eb4431b181ffdd89ee6f6f0119a,4
5350,obj:bef76cad5361a3359ac9050bdf7c5cee53854424331f662b4b574fa404fa0515,4
5351,obj:bef76cad5361a3359ac9050bdf7c5cee53854424331f662b4b574fa404fa0515,4
5352,obj:af2f413e7ebdfdee551ecab5797ea07c85ffbc4dbc044810c81da952296d61c7,2
5353,obj:af2f413e7ebdfdee551ecab5797ea07c85ffbc4dbc044810c81da952296d61c7,2
5354,obj:f555241b6794769bb8f550b4c9850e5e2b01ec06699646686b6e49c3e15b2932,0
5355,obj:f555241b6794769bb8f550b4c9850e5e2b01ec06699646686b6e49c3e15b2932,0
5356,obj:95f5c4eed926ef6a3484bd3aa88fc644822bed694d6364ab4c68e0ed64a76bd6,0
5357,obj:95f5c4eed926ef6a3484bd3aa88fc644822bed694d6364ab4c68e0ed64a76bd6,0
5358,obj:466e3fc198c92e1164a446bd42c513a6ff99e17506484fa027611ac9de5462fb,3
5359,obj:466e3fc198c92e1164a446bd42c513a6ff99e17506484fa027611ac9de5462fb,3
5360,obj:8a7d63542131081842b3d74949f9526d3b40c8f6bcc95a325961423701b42c54,1
5361,obj:8a7d63542131081842b3d74949f9526d3b40c8f6bcc95a325961423701b42c54,1
5362,obj:abbea23366ec8d7b71ac9266ec9ece3746e668680219d5a874fd5bdb5181464c,0
5363,obj:abbea23366ec8d7b71ac9266ec9ece3746e668680219d5a874fd5bdb5181464c,0
5364,obj:97f0f6ab1cc802c5729dad681328513cacb64bd81421985ac574e7adf93681eb,2
5365,obj:97f0f6ab1cc802c5729dad681328513cacb64bd81421985ac574e7adf93681eb,2
5366,obj:5a2923515dc149b363e8729d18adc6bbb18718c496d97c5a8a32fb12e575ed95,0
5367,obj:5a2923515dc149b363e8729d18adc6bbb18718c496d97c5a8a32fb12e575ed95,0
5368,obj:36c0eeabcdd69bde6d13099d0423e1e709cffe5d6bb26b8375d8c8bc902e3c62,1
5369,obj:36c0eeabcdd69bde6d13099d0423e1e709cffe5d6bb26b8375d8c8bc902e3c62,1
5370,obj:8fc38e45d353c83ff7d9bd54a74c96b617824dfb9d6e91ee10ae0dcbfafad4f8,2
5371,obj:8fc38e45d353c83ff7d9bd54a74c96b617824dfb9d6e91ee10ae0dcbfafad4f8,2
5372,obj:972df9a073373b6f923c7f649c1faabd9c1be1ec663dab6d76d1ca9bd7457a16,2
5373,obj:972df9a073373b6f923c7f649c1faabd9c1be1ec663dab6d76d1ca9bd7457a16,2
5374,obj:2b63a956ef8a28d8e02165aeba39a00ffa53db70605d62733950efd90bcffb39,4
5375,obj:2b63a956ef8a28d8e02165aeba39a00ffa53db70605d62733950efd90bcffb39,4
5376,obj:28f74d0d52840e6a656c2f80aa3e8330fda58f008e7ecda77691c324410d4f43,4
5377,obj:28f74d0d52840e6a656c2f80aa3e8330fda58f008e7ecda77691c324410d4f43,4
5378,obj:8db15c70faffc6cbbf2402e3864b886473d13eb1539a55360ceaab4e9c098d48,0
5379,obj:8db15c70faffc6cbbf2402e3864b886473d13eb1539a55360ceaab4e9c098d48,0
5380,obj:466e3fc198c92e1164a446bd42c513a6ff99e17506484fa027611ac9de5462fb,3
5381,obj:466e3fc198c92e1164a446bd42c513a6ff99e17506484fa027611ac9de5462fb,3
5382,obj:28cbe74d60ca404771c92af75db010c6d1ad036b1422cc4f3a806e1fc9ca96bb,3
5383,obj:28cbe74d60ca404771c92af75db010c6d1ad036b1422cc4f3a806e1fc9ca96bb,3
5384,obj:a3ac430f69e5e3b491e85802c2e8b548395f8ff8dbb939f89950e0938ef3c870,4
5385,obj:a3ac430f69e5e3b491e85802c2e8b548395f8ff8dbb939f89950e0938ef3c870,4
5386,obj:c41bb441b252498e8d8d587961ebc25f45c7046b9093f8bc26c1db5824282798,0
5387,obj:c41bb441b252498e8d8d587961ebc25f45c7046b9093f8bc26c1db5824282798,0
5388,obj:906cd71964cf98d18613afd0abfbac42c5ae0d1cad7ec407b3981cf20f2af1a5,2
5389,obj:906cd71964cf98d18613afd0abfbac42c5ae0d1cad7ec407b3981cf20f2af1a5,2
5390,obj:2c0f34b8bf9d8e437546226233253b64334ab8fd0463a73b74d18d9874532949,2
5391,obj:2c0f34b8bf9d8e437546226233253b64334ab8fd0463a73b74d18d9874532949,2
5392,obj:45362a75000c084757cd08479e4fa728ab9eff667078384c98e1758239c63d54,3
5393,obj:45362a75000c084757cd08479e4fa728ab9eff667078384c98e1758239c63d54,3
5394,obj:f378a014e208facf746208d4a4f9a39e6ed802658bc741310e771d612ed89b09,2
5395,obj:f378a014e208facf746208d4a4f9a39e6ed802658bc741310e771d612ed89b09,2
5396,obj:8f191036a28454be5e618031c101e94a5bafda38e31d01bb6eec4cd4837e316a,0
5397,obj:8f191036a28454be5e618031c101e94a5bafda38e31d01bb6eec4cd4837e316a,0
5398,obj:558c517069e6b1447edc0a86845067f002962b9c9c0828ca69f7b839f53c40ca,2
5399,obj:558c517069e6b1447edc0a86845067f002962b9c9c0828ca69f7b839f53c40ca,2
5400,obj:17f3eaf7ad54c1835acef2a30c5db280c0cdfc3cf3f35da11e7b7b08ba63526a,0
5401,obj:17f3eaf7ad54c1835acef2a30c5db280c0cdfc3cf3f35da11e7b7b08ba63526a,0
5402,obj:4a81dc3adaff0e4807d8873ee01d9089c252fe547236d5ef7640e73aee81eed5,3
5403,obj:4a81dc3adaff0e4807d8873ee01d9089c252fe547236d5ef7640e73aee81eed5,3
5404,obj:76565eaa0a77e5d06606941188791e1bf4e4e71659d7abd702cf5e2d9f946dd9,1
5405,obj:76565eaa0a77e5d06606941188791e1bf4e4e71659d7abd702cf5e2d9f946dd9,1
5406,obj:94ed0bb4633b1bdff79b1145e6b32671b24b5b665d9cc59ea26db7fbf2420894,1
5407,obj:94ed0bb4633b1bdff79b1145e6b32671b24b5b665d9cc59ea26db7fbf2420894,1
5408,obj:4d9a2409355d41611cf4881bf884e438c0ef5c1317fd586ab77484465f79dc7c,2
5409,obj:4d9a2409355d41611cf4881bf884e438c0ef5c1317fd586ab77484465f79dc7c,2
5410,obj:9d8a008bef67d80621581626a43c61a5a14abee79b5c56aff5d96c8caa21b0a5,0
5411,obj:9d8a008bef67d80621581626a43c61a5a14abee79b5c56aff5d96c8caa21b0a5,0
5412,obj:972a2dac225a824bec0fd574cbb468a1a2896da936415fe667c8721ec62e655c,3
5413,obj:972a2dac225a824bec0fd574cbb468a1a2896da936415fe667c8721ec62e655c,3
5414,obj:327dbdab56a83001daece5fe35d8f78a4e249d4e7444dec1651d42b0de4ae0f5,1
5415,obj:327dbdab56a83001daece5fe35d8f78a4e249d4e7444dec1651d42b0de4ae0f5,1
5416,obj:c57829515e1b9c296fc90b090cf70d9231c6a03c552f5cfec881411fa8125116,2
5417,obj:c57829515e1b9c296fc90b090cf70d9231c6a03c552f5cfec881411fa8125116,2
5418,obj:0449093a43546338714fbf0c7067bd88b1f34025b946d5ffff0e94c1855d71d6,0
5419,obj:0449093a43546338714fbf0c7067bd88b1f34025b946d5ffff0e94c1855d71d6,0
5420,obj:793053fcce151262705df1639a5f501f5f9ef2d7f9750f7869fe8bad7f28b850,2
5421,obj:793053fcce151262705df1639a5f501f5f9ef2d7f9750f7869fe8bad7f28b850,2
5422,obj:34bfa7eb5edd7982c03f3b90ac014126ca24971850ad61af20e3bf7fc0b1c359,0
5423,obj:34bfa7eb5edd7982c03f3b90ac014126ca24971850ad61af20e3bf7fc0b1c359,0
5424,obj:2737f7ea5f0899be80b958422797ff50446c44f7a722c202bbc9bb8b459e0eb8,4
5425,obj:2737f7ea5f0899be80b958422797ff50446c44f7a722c202bbc9bb8b459e0eb8,4
5426,obj:34412624ee154ab87e337844cd36ee98e681770e2cfccf77f4ade43e883e370a,0
5427,obj:34412624ee154ab87e337844cd36ee98e681770e2cfccf77f4ade43e883e370a,0
5428,obj:ce196fc51f371cb5dd574c64f4525b3ce3d3a6146309fcec5dcd21912ee3b27e,4
5429,obj:ce196fc51f371cb5dd574c64f4525b3ce3d3a6146309fcec5dcd21912ee3b27e,4
5430,obj:7cd82545b39c0eff91afdfa604793dbcce0245eb5f124a6e5890bd795e5aa1bc,1
5431,obj:7cd82545b39c0eff91afdfa604793dbcce0245eb5f124a6e5890bd795e5aa1bc,1
5432,obj:3ea0a467743b7b5826263244d6fd6bd2332fd06682909112cc96e1353629eacd,2
5433,obj:3ea0a467743b7b5826263244d6fd6bd2332fd06682909112cc96e1353629eacd,2
5434,obj:17c264167b47eb44607ae9eee12f5d325d5c74ce37d0eb2ec73716c98019cb81,4
5435,obj:17c264167b47eb44607ae9eee12f5d325d5c74ce37d0eb2ec73716c98019cb81,4
5436,obj:5bbdb6e72cf93408aabec30156c9946dc350b3eb61b86de7eacea0d1b8569874,1
5437,obj:5bbdb6e72cf93408aabec30156c9946dc350b3eb61b86de7eacea0d1b8569874,1
5438,obj:c29be1ef96c8fac0f74affc50783ba617d2cc19629f3d03696f2d62e58bfa37e,4
5439,obj:c29be1ef96c8fac0f74affc50783ba617d2cc19629f3d03696f2d62e58bfa37e,4
5440,obj:3d289a47c6e656b213139a0d2b9cd3013ebe8d365565815b4d8787d414d0fef7,2
5441,obj:3d289a47c6e656b213139a0d2b9cd3013ebe8d365565815b4d8787d414d0fef7,2
5442,obj:6488aebe30e63e9b143d4cba3868dae254874b6327a81b73b66a18b230579780,0
5443,obj:6488aebe30e63e9b143d4cba3868dae254874b6327a81b73b66a18b230579780,0
5444,obj:0710d3514ae03454a8c225c524b15304010394c5bf581f12a7f01bc808435341,2
5445,obj:0710d3514ae03454a8c225c524b15304010394c5bf581f12a7f01bc808435341,2
5446,obj:c55608048b70caa66993842cb0629968de95c14d3c8c6dfbd115c8fa81ce2873,2
5447,obj:c55608048b70caa66993842cb0629968de95c14d3c8c6dfbd115c8fa81ce2873,2
5448,obj:5bbdb6e72cf93408aabec30156c9946dc350b3eb61b86de7eacea0d1b8569874,1
5449,obj:5bbdb6e72cf93408aabec30156c9946dc350b3eb61b86de7eacea0d1b8569874,1
5450,obj:5856aa8e0a2cae4afb63ee78c43e8883462191facf2c330904a2905399c38c17,2
5451,obj:5856aa8e0a2cae4afb63ee78c43e8883462191facf2c330904a2905399c38c17,2
5452,obj:23607992515ccbff63c32ad39f11da7e820df9215ca1f250d7bc3fbc65a672b6,4
5453,obj:23607992515ccbff63c32ad39f11da7e820df9215ca1f250d7bc3fbc65a672b6,4
5454,obj:f573491394c26568eaab343c3ac83723e28c13f3273394939683173dc1b3173f,0
5455,obj:f573491394c26568eaab343c3ac83723e28c13f3273394939683173dc1b3173f,0
5456,obj:6f42c582dd6e7b27eddd6730b11995ca503093dad0f4987c546821d807630805,4
5457,obj:6f42c582dd6e7b27eddd6730b11995ca503093dad0f4987c546821d807630805,4
5458,obj:3922eb4fe458b8c1b26f9a73402394701a16478311254ee33a5038712e011a83,0
5459,obj:3922eb4fe458b8c1b26f9a73402394701a16478311254ee33a5038712e011a83,0
5460,obj:f6905264b8e4eae30055680ca8a6cdc6421a7df1662efa2eaaa051eced261535,1
5461,obj:f6905264b8e4eae30055680ca8a6cdc6421a7df1662efa2eaaa051eced261535,1
5462,obj:5a2923515dc149b363e8729d18adc6bbb18718c496d97c5a8a32fb12e575ed95,0
5463,obj:5a2923515dc149b363e8729d18adc6bbb18718c496d97c5a8a32fb12e575ed95,0
5464,obj:0449093a43546338714fbf0c7067bd88b1f34025b946d5ffff0e94c1855d71d6,0
5465,obj:0449093a43546338714fbf0c7067bd88b1f34025b946d5ffff0e94c1855d71d6,0
5466,obj:0862b2aa6697cf4c458e48b37df110e0214acc6d280c28e6faaadba4b3ce1543,1
5467,obj:0862b2aa6697cf4c458e48b37df110e0214acc6d280c28e6faaadba4b3ce1543,1
5468,obj:91b87ca334087c79c6d4e87b003f67751d20dea3ee777fcb7afba5bb906619fd,0
5469,obj:91b87ca334087c79c6d4e87b003f67751d20dea3ee777fcb7afba5bb906619fd,0
5470,obj:b4a9e5a5d3d453d9a2d86d6f2676fbc363381514b40bc43c95db5428dc3d749f,2
5471,obj:b4a9e5a5d3d453d9a2d86d6f2676fbc363381514b40bc43c95db5428dc3d749f,2
5472,obj:9aca537af2a2403aba223e54d5577677786bf13d9f55937835d00e05a548c02c,3
5473,obj:9aca537af2a2403aba223e54d5577677786bf13d9f55937835d00e05a548c02c,3
5474,obj:6488aebe30e63e9b143d4cba3868dae254874b6327a81b73b66a18b230579780,0
5475,obj:6488aebe30e63e9b143d4cba3868dae254874b6327a81b73b66a18b230579780,0
5476,obj:0862b2aa6697cf4c458e48b37df110e0214acc6d280c28e6faaadba4b3ce1543,1
5477,obj:0862b2aa6697cf4c458e48b37df110e0214acc6d280c28e6faaadba4b3ce1543,1
5478,obj:7af798ed2beb2c27d18760f1112044691321995ebe42704db0e399af7e4f2117,2
5479,obj:7af798ed2beb2c27d18760f1112044691321995ebe42704db0e399af7e4f2117,2
5480,obj:914ebf42919b26081e43547fbdc801cefb7a9a4f0e2bb4acaea74d36e8955ff5,2
5481,obj:914ebf42919b26081e43547fbdc801cefb7a9a4f0e2bb4acaea74d36e8955ff5,2
5482,obj:bad120dd82c024a8a100438023466b8dd8e05f9f3974eb2f101ceabd4d021cdf,4
5483,obj:bad120dd82c024a8a100438023466b8dd8e05f9f3974eb2f101ceabd4d021cdf,4
5484,obj:17f3eaf7ad54c1835acef2a30c5db280c0cdfc3cf3f35da11e7b7b08ba63526a,0
5485,obj:17f3eaf7ad54c1835acef2a30c5db280c0cdfc3cf3f35da11e7b7b08ba63526a,0
5486,obj:34bfa7eb5edd7982c03f3b90ac014126ca24971850ad61af20e3bf7fc0b1c359,0
5487,obj:34bfa7eb5edd7982c03f3b90ac014126ca24971850ad61af20e3bf7fc0b1c359,0
5488,obj:199d05fef2bd2b59f25f45bb430a77402ed7d7a8caf26d05223847efd5d9ab0c,0
5489,obj:199d05fef2bd2b59f25f45bb430a77402ed7d7a8caf26d05223847efd5d9ab0c,0
5490,obj:e842a711eca6459f0d8854553f45bea83384cf41e08051a07ed3412e6b805576,1
5491,obj:e842a711eca6459f0d8854553f45bea83384cf41e08051a07ed3412e6b805576,1
5492,obj:f573491394c26568eaab343c3ac83723e28c13f3273394939683173dc1b3173f,0
5493,obj:f573491394c26568eaab343c3ac83723e28c13f3273394939683173dc1b3173f,0
5494,obj:6f42c582dd6e7b27eddd6730b11995ca503093dad0f4987c546821d807630805,4
5495,obj:6f42c582dd6e7b27eddd6730b11995ca503093dad0f4987c546821d807630805,4
5496,obj:982fe989266cde2f3d3732927c2728779daa7359ca0b54d10ec4ce57c6e295ab,3
5497,obj:982fe989266cde2f3d3732927c2728779daa7359ca0b54d10ec4ce57c6e295ab,3
5498,obj:2093399d6755a6a01b2f4c5b0a2c8fbccf43c6fef61ef8f630d7f2ab6e9bac46,4
5499,obj:2093399d6755a6a01b2f4c5b0a2c8fbccf43c6fef61ef8f630d7f2ab6e9bac46,4
5500,obj:18d240799191100a42760c1c3df7f8dbbfc317d732340e9e2ab185cfd8bd62d6,0
5501,obj:18d240799191100a42760c1c3df7f8dbbfc317d732340e9e2ab185cfd8bd62d6,0
5502,obj:567475c1054656b0925bc19e54796047816fbca9eda35b5969cdf9afc1aff5a6,1
5503,obj:567475c1054656b0925bc19e54796047816fbca9eda35b5969cdf9afc1aff5a6,1
5504,obj:ca13c3afa78cb5cdf1c0ec1e68742b29a1cfab2225d0453fd8eb58ffdbc4d967,4
5505,obj:ca13c3afa78cb5cdf1c0ec1e68742b29a1cfab2225d0453fd8eb58ffdbc4d967,4
5506,obj:bee540a0fc7b57a53a67e3891c580f4577f0a60008cb1b1ea1d1cbcc81ac8b41,1
5507,obj:bee540a0fc7b57a53a67e3891c580f4577f0a60008cb1b1ea1d1cbcc81ac8b41,1
5508,obj:a3cbfc4a0d3db8e888d5437bfeb68adf952927fcd6b5edc78135f759c26f53ae,4
5509,obj:a3cbfc4a0d3db8e888d5437bfeb68adf952927fcd6b5edc78135f759c26f53ae,4
5510,obj:45563c7781a5a1d9a43518a79a52013a2ca060f107343602ff680bac98cb1499,2
5511,obj:45563c7781a5a1d9a43518a79a52013a2ca060f107343602ff680bac98cb1499,2
5512,obj:cfc48250bcb77781ddd1704a969eb132ebb11bab67aab7cac9be65e78bfa3fbe,4
5513,obj:cfc48250bcb77781ddd1704a969eb132ebb11bab67aab7cac9be65e78bfa3fbe,4
5514,obj:6f42c582dd6e7b27eddd6730b11995ca503093dad0f4987c546821d807630805,4
5515,obj:6f42c582dd6e7b27eddd6730b11995ca503093dad0f4987c546821d807630805,4
5516,obj:776d93842f9831ebfb3939f7ee848531c0096e29620908718a3d620c5c0ad206,1
5517,obj:776d93842f9831ebfb3939f7ee848531c0096e29620908718a3d620c5c0ad206,1
5518,obj:f6b6c47730b7bda40a835130765d2818109d5003065cde4ac525b9d6d62ba65d,3
5519,obj:f6b6c47730b7bda40a835130765d2818109d5003065cde4ac525b9d6d62ba65d,3
5520,obj:a3cbfc4a0d3db8e888d5437bfeb68adf952927fcd6b5edc78135f759c26f53ae,4
5521,obj:a3cbfc4a0d3db8e888d5437bfeb68adf952927fcd6b5edc78135f759c26f53ae,4
5522,obj:45362a75000c084757cd08479e4fa728ab9eff667078384c98e1758239c63d54,3
5523,obj:45362a75000c084757cd08479e4fa728ab9eff667078384c98e1758239c63d54,3
5524,obj:d08f5c57cb64d54c330ae7229044947b6e31bcdb63dab8d2396a57abfff23b2d,2
5525,obj:d08f5c57cb64d54c330ae7229044947b6e31bcdb63dab8d2396a57abfff23b2d,2
5526,obj:558c517069e6b1447edc0a86845067f002962b9c9c0828ca69f7b839f53c40ca,2
5527,obj:558c517069e6b1447edc0a86845067f002962b9c9c0828ca69f7b839f53c40ca,2
5528,obj:466e3fc198c92e1164a446bd42c513a6ff99e17506484fa027611ac9de5462fb,3
5529,obj:466e3fc198c92e1164a446bd42c513a6ff99e17506484fa027611ac9de5462fb,3
5530,obj:a2d5bb1c231e1947a79ae93d2aa4f36df54ff1af6a969495731437447ff2dbfc,2
5531,obj:a2d5bb1c231e1947a79ae93d2aa4f36df54ff1af6a969495731437447ff2dbfc,2
5532,obj:d93e60b43594aecd2c6fae8c0497793de01ce27894b6ad91ca21f2de70df8ac6,1
5533,obj:d93e60b43594aecd2c6fae8c0497793de01ce27894b6ad91ca21f2de70df8ac6,1
5534,obj:be15400a769d09cd5c82a5986b6794caf61e843283ed04159353d941a894f850,0
5535,obj:be15400a769d09cd5c82a5986b6794caf61e843283ed04159353d941a894f850,0
