id,modality,inferred_relationship,resolution,true_relationship,metadata_correct,obj_1_method,obj_1_candidate_count,obj_1_meta_row,obj_1_uuid,obj_1_image_id,obj_1_doi,obj_2_method,obj_2_candidate_count,obj_2_meta_row,obj_2_uuid,obj_2_image_id,obj_2_doi
5313,text-image,related_papers,unique,related_papers,True,caption_exact,1,81584,10.3847.1538-4365.ae12f1_apjsae12f1f10_89113,apjsae12f1f10,10.3847/1538-4365/ae12f1,image_raw_exact,1,56888,10.3847.1538-4365.ad5c63_apjsad5c63f12_62638,apjsad5c63f12,10.3847/1538-4365/ad5c63
5314,text-image,related_papers,unique,related_papers,True,caption_exact,1,17540,10.3847.2041-8213.ac6de7_apjlac6de7f7_18879,apjlac6de7f7,10.3847/2041-8213/ac6de7,image_raw_exact,1,16873,10.3847.2041-8213.ac85ae_apjlac85aef4_18192,apjlac85aef4,10.3847/2041-8213/ac85ae
5315,text-image,related_papers,unique,related_papers,True,caption_exact,1,16873,10.3847.2041-8213.ac85ae_apjlac85aef4_18192,apjlac85aef4,10.3847/2041-8213/ac85ae,image_raw_exact,1,17540,10.3847.2041-8213.ac6de7_apjlac6de7f7_18879,apjlac6de7f7,10.3847/2041-8213/ac6de7
5316,text-image,related_papers,unique,related_papers,True,caption_exact,1,7421,10.3847.1538-4357.ac83b0_apjac83b0f11_7956,apjac83b0f11,10.3847/1538-4357/ac83b0,image_raw_exact,1,23353,10.3847.1538-4357.ad04db_apjad04dbf4_25062,apjad04dbf4,10.3847/1538-4357/ad04db
5317,text-image,related_papers,unique,related_papers,True,caption_exact,1,23353,10.3847.1538-4357.ad04db_apjad04dbf4_25062,apjad04dbf4,10.3847/1538-4357/ad04db,image_raw_exact,1,7421,10.3847.1538-4357.ac83b0_apjac83b0f11_7956,apjac83b0f11,10.3847/1538-4357/ac83b0
5318,text-image,related_papers,unique,related_papers,True,caption_exact,1,45234,10.3847.1538-4357.ad8bbe_apjad8bbef2_49651,apjad8bbef2,10.3847/1538-4357/ad8bbe,image_raw_exact,1,29385,10.3847.1538-3881.acdcfb_ajacdcfbf5_31781,ajacdcfbf5,10.3847/1538-3881/acdcfb
5319,text-image,related_papers,unique,related_papers,True,caption_exact,1,29385,10.3847.1538-3881.acdcfb_ajacdcfbf5_31781,ajacdcfbf5,10.3847/1538-3881/acdcfb,image_raw_exact,1,45234,10.3847.1538-4357.ad8bbe_apjad8bbef2_49651,apjad8bbef2,10.3847/1538-4357/ad8bbe
5320,text-image,related_papers,unique,related_papers,True,caption_exact,1,40471,10.3847.2041-8213.acb148_apjlacb148f1_44479,apjlacb148f1,10.3847/2041-8213/acb148,image_raw_exact,1,26035,10.3847.1538-4357.aceb67_apjaceb67f3_28083,apjaceb67f3,10.3847/1538-4357/aceb67
5321,text-image,related_papers,unique,related_papers,True,caption_exact,1,26035,10.3847.1538-4357.aceb67_apjaceb67f3_28083,apjaceb67f3,10.3847/1538-4357/aceb67,image_raw_exact,1,40471,10.3847.2041-8213.acb148_apjlacb148f1_44479,apjlacb148f1,10.3847/2041-8213/acb148
5322,text-image,related_papers,unique,related_papers,True,caption_exact,1,62070,10.3847.2041-8213.ad3945_apjlad3945f2_68389,apjlad3945f2,10.3847/2041-8213/ad3945,image_raw_exact,1,90791,10.3847.2041-8213.adafa7_apjladafa7f2_98968,apjladafa7f2,10.3847/2041-8213/adafa7
5323,text-image,related_papers,unique,related_papers,True,caption_exact,1,90791,10.3847.2041-8213.adafa7_apjladafa7f2_98968,apjladafa7f2,10.3847/2041-8213/adafa7,image_raw_exact,1,62070,10.3847.2041-8213.ad3945_apjlad3945f2_68389,apjlad3945f2,10.3847/2041-8213/ad3945
5324,text-image,related_papers,unique,related_papers,True,caption_exact,1,18026,10.3847.2041-8213.ac5cb5_apjlac5cb5f2_19402,apjlac5cb5f2,10.3847/2041-8213/ac5cb5,image_raw_exact,1,39161,10.3847.2041-8213.acd774_apjlacd774f3_42971,apjlacd774f3,10.3847/2041-8213/acd774
5325,text-image,related_papers,unique,related_papers,True,caption_exact,1,39161,10.3847.2041-8213.acd774_apjlacd774f3_42971,apjlacd774f3,10.3847/2041-8213/acd774,image_raw_exact,1,18026,10.3847.2041-8213.ac5cb5_apjlac5cb5f2_19402,apjlac5cb5f2,10.3847/2041-8213/ac5cb5
5326,text-image,related_papers,unique,related_papers,True,caption_exact,1,53310,10.3847.1538-3881.ad543b_ajad543bf12_58671,ajad543bf12,10.3847/1538-3881/ad543b,image_raw_exact,1,88543,10.3847.2041-8213.ade794_apjlade794f3_96561,apjlade794f3,10.3847/2041-8213/ade794
5327,text-image,related_papers,unique,related_papers,True,caption_exact,1,88543,10.3847.2041-8213.ade794_apjlade794f3_96561,apjlade794f3,10.3847/2041-8213/ade794,image_raw_exact,1,53310,10.3847.1538-3881.ad543b_ajad543bf12_58671,ajad543bf12,10.3847/1538-3881/ad543b
5328,text-image,related_papers,unique,related_papers,True,caption_exact,1,91511,10.3847.PSJ.ade786_psjade786f12_99777,psjade786f12,10.3847/psj/ade786,image_raw_exact,1,64724,10.3847.PSJ.ad8b29_psjad8b29f8_71370,psjad8b29f8,10.3847/psj/ad8b29
5329,text-image,related_papers,unique,related_papers,True,caption_exact,1,64724,10.3847.PSJ.ad8b29_psjad8b29f8_71370,psjad8b29f8,10.3847/psj/ad8b29,image_raw_exact,1,91511,10.3847.PSJ.ade786_psjade786f12_99777,psjade786f12,10.3847/psj/ade786
5330,text-image,related_papers,unique,related_papers,True,caption_exact,1,56178,10.3847.1538-4365.ad7828_apjsad7828f10_61834,apjsad7828f10,10.3847/1538-4365/ad7828,image_raw_exact,1,54653,10.3847.1538-3881.ad35ca_ajad35caf3_60221,ajad35caf3,10.3847/1538-3881/ad35ca
5331,text-image,related_papers,unique,related_papers,True,caption_exact,1,54653,10.3847.1538-3881.ad35ca_ajad35caf3_60221,ajad35caf3,10.3847/1538-3881/ad35ca,image_raw_exact,1,56178,10.3847.1538-4365.ad7828_apjsad7828f10_61834,apjsad7828f10,10.3847/1538-4365/ad7828
5332,text-image,related_papers,unique,related_papers,True,caption_exact,1,85987,10.3847.2041-8213.ae0e5c_apjlae0e5cf3_93879,apjlae0e5cf3,10.3847/2041-8213/ae0e5c,image_raw_exact,1,59526,10.3847.2041-8213.ad9727_apjlad9727f3_65500,apjlad9727f3,10.3847/2041-8213/ad9727
5333,text-image,related_papers,unique,related_papers,True,caption_exact,1,59526,10.3847.2041-8213.ad9727_apjlad9727f3_65500,apjlad9727f3,10.3847/2041-8213/ad9727,image_raw_exact,1,85987,10.3847.2041-8213.ae0e5c_apjlae0e5cf3_93879,apjlae0e5cf3,10.3847/2041-8213/ae0e5c
5334,text-image,related_papers,unique,related_papers,True,caption_exact,1,24494,10.3847.1538-4357.aceefd_apjaceefdf12_26358,apjaceefdf12,10.3847/1538-4357/aceefd,image_raw_exact,1,47603,10.3847.1538-4357.ad725f_apjad725ff8_52199,apjad725ff8,10.3847/1538-4357/ad725f
5335,text-image,related_papers,unique,related_papers,True,caption_exact,1,47603,10.3847.1538-4357.ad725f_apjad725ff8_52199,apjad725ff8,10.3847/1538-4357/ad725f,image_raw_exact,1,24494,10.3847.1538-4357.aceefd_apjaceefdf12_26358,apjaceefdf12,10.3847/1538-4357/aceefd
5336,text-image,related_papers,unique,related_papers,True,caption_exact,1,69736,10.3847.1538-4357.ae0b5f_apjae0b5ff11_76584,apjae0b5ff11,10.3847/1538-4357/ae0b5f,image_raw_exact,1,60556,10.3847.2041-8213.ad77ce_apjlad77cef3_66606,apjlad77cef3,10.3847/2041-8213/ad77ce
5337,text-image,related_papers,unique,related_papers,True,caption_exact,1,60556,10.3847.2041-8213.ad77ce_apjlad77cef3_66606,apjlad77cef3,10.3847/2041-8213/ad77ce,image_raw_exact,1,69736,10.3847.1538-4357.ae0b5f_apjae0b5ff11_76584,apjae0b5ff11,10.3847/1538-4357/ae0b5f
5338,text-image,related_papers,unique,related_papers,True,caption_exact,1,69159,10.3847.1538-4357.ae0d83_apjae0d83f4_76002,apjae0d83f4,10.3847/1538-4357/ae0d83,image_raw_exact,1,75861,10.3847.1538-3881.ae1616_ajae1616f10_83060,ajae1616f10,10.3847/1538-3881/ae1616
5339,text-image,related_papers,unique,related_papers,True,caption_exact,1,75861,10.3847.1538-3881.ae1616_ajae1616f10_83060,ajae1616f10,10.3847/1538-3881/ae1616,image_raw_exact,1,69159,10.3847.1538-4357.ae0d83_apjae0d83f4_76002,apjae0d83f4,10.3847/1538-4357/ae0d83
5340,text-image,related_papers,unique,related_papers,True,caption_exact,1,1623,10.3847.1538-4357.aca1ba_apjaca1baf2_1773,apjaca1baf2,10.3847/1538-4357/aca1ba,image_raw_exact,1,88491,10.3847.2041-8213.ade9b2_apjlade9b2f5_96509,apjlade9b2f5,10.3847/2041-8213/ade9b2
5341,text-image,related_papers,unique,related_papers,True,caption_exact,1,88491,10.3847.2041-8213.ade9b2_apjlade9b2f5_96509,apjlade9b2f5,10.3847/2041-8213/ade9b2,image_raw_exact,1,1623,10.3847.1538-4357.aca1ba_apjaca1baf2_1773,apjaca1baf2,10.3847/1538-4357/aca1ba
5342,text-image,related_papers,unique,related_papers,True,caption_exact,1,8143,10.3847.1538-3881.ac764d_ajac764df3_8757,ajac764df3,10.3847/1538-3881/ac764d,image_raw_exact,1,15827,10.3847.1538-4365.ac366e_apjsac366ef17_17040,apjsac366ef17,10.3847/1538-4365/ac366e
5343,text-image,related_papers,unique,related_papers,True,caption_exact,1,15827,10.3847.1538-4365.ac366e_apjsac366ef17_17040,apjsac366ef17,10.3847/1538-4365/ac366e,image_raw_exact,1,8143,10.3847.1538-3881.ac764d_ajac764df3_8757,ajac764df3,10.3847/1538-3881/ac764d
5344,text-image,related_papers,unique,related_papers,True,caption_exact,1,4798,10.3847.1538-4357.ac8d0e_apjac8d0ef10_5184,apjac8d0ef10,10.3847/1538-4357/ac8d0e,image_raw_exact,1,18434,10.3847.2041-8213.ac4980_apjlac4980f3_19815,apjlac4980f3,10.3847/2041-8213/ac4980
5345,text-image,related_papers,unique,related_papers,True,caption_exact,1,18434,10.3847.2041-8213.ac4980_apjlac4980f3_19815,apjlac4980f3,10.3847/2041-8213/ac4980,image_raw_exact,1,4798,10.3847.1538-4357.ac8d0e_apjac8d0ef10_5184,apjac8d0ef10,10.3847/1538-4357/ac8d0e
5346,text-image,related_papers,unique,related_papers,True,caption_exact,1,3216,10.3847.1538-4357.ac9627_apjac9627f3_3516,apjac9627f3,10.3847/1538-4357/ac9627,image_raw_exact,1,61560,10.3847.2041-8213.ad4994_apjlad4994f2_67816,apjlad4994f2,10.3847/2041-8213/ad4994
5347,text-image,related_papers,unique,related_papers,True,caption_exact,1,61560,10.3847.2041-8213.ad4994_apjlad4994f2_67816,apjlad4994f2,10.3847/2041-8213/ad4994,image_raw_exact,1,3216,10.3847.1538-4357.ac9627_apjac9627f3_3516,apjac9627f3,10.3847/1538-4357/ac9627
5348,text-image,related_papers,unique,related_papers,True,caption_exact,1,36842,10.3847.1538-4365.aca276_apjsaca276f9_40334,apjsaca276f9,10.3847/1538-4365/aca276,image_raw_exact,1,90546,10.3847.2041-8213.adb749_apjladb749f1_98705,apjladb749f1,10.3847/2041-8213/adb749
5349,text-image,related_papers,unique,related_papers,True,caption_exact,1,90546,10.3847.2041-8213.adb749_apjladb749f1_98705,apjladb749f1,10.3847/2041-8213/adb749,image_raw_exact,1,36842,10.3847.1538-4365.aca276_apjsaca276f9_40334,apjsaca276f9,10.3847/1538-4365/aca276
5350,text-image,related_papers,unique,related_papers,True,caption_exact,1,87000,10.3847.2041-8213.ae018f_apjlae018ff2_94939,apjlae018ff2,10.3847/2041-8213/ae018f,image_raw_exact,1,2911,10.3847.1538-4357.ac9965_apjac9965f4_3194,apjac9965f4,10.3847/1538-4357/ac9965
5351,text-image,related_papers,unique,related_papers,True,caption_exact,1,2911,10.3847.1538-4357.ac9965_apjac9965f4_3194,apjac9965f4,10.3847/1538-4357/ac9965,image_raw_exact,1,87000,10.3847.2041-8213.ae018f_apjlae018ff2_94939,apjlae018ff2,10.3847/2041-8213/ae018f
5352,text-image,related_papers,unique,related_papers,True,caption_exact,1,44823,10.3847.1538-4357.ad8dcc_apjad8dccf8_49215,apjad8dccf8,10.3847/1538-4357/ad8dcc,image_raw_exact,1,58385,10.3847.1538-4365.ad18b1_apjsad18b1f16_64232,apjsad18b1f16,10.3847/1538-4365/ad18b1
5353,text-image,related_papers,unique,related_papers,True,caption_exact,1,58385,10.3847.1538-4365.ad18b1_apjsad18b1f16_64232,apjsad18b1f16,10.3847/1538-4365/ad18b1,image_raw_exact,1,44823,10.3847.1538-4357.ad8dcc_apjad8dccf8_49215,apjad8dccf8,10.3847/1538-4357/ad8dcc
5354,text-image,related_papers,unique,related_papers,True,caption_exact,1,35045,10.3847.1538-4365.acd6f9_apjsacd6f9f5_38245,apjsacd6f9f5,10.3847/1538-4365/acd6f9,image_raw_exact,1,35980,10.3847.1538-4365.acc94e_apjsacc94ef3_39308,apjsacc94ef3,10.3847/1538-4365/acc94e
5355,text-image,related_papers,unique,related_papers,True,caption_exact,1,35980,10.3847.1538-4365.acc94e_apjsacc94ef3_39308,apjsacc94ef3,10.3847/1538-4365/acc94e,image_raw_exact,1,35045,10.3847.1538-4365.acd6f9_apjsacd6f9f5_38245,apjsacd6f9f5,10.3847/1538-4365/acd6f9
5356,text-image,related_papers,unique,related_papers,True,caption_exact,1,78466,10.3847.1538-3881.adc411_ajadc411f5_85752,ajadc411f5,10.3847/1538-3881/adc411,image_raw_exact,1,77995,10.3847.1538-3881.ad8b28_ajad8b28f6_85265,ajad8b28f6,10.3847/1538-3881/ad8b28
5357,text-image,related_papers,unique,related_papers,True,caption_exact,1,77995,10.3847.1538-3881.ad8b28_ajad8b28f6_85265,ajad8b28f6,10.3847/1538-3881/ad8b28,image_raw_exact,1,78466,10.3847.1538-3881.adc411_ajadc411f5_85752,ajadc411f5,10.3847/1538-3881/adc411
5358,text-image,related_papers,unique,related_papers,True,caption_exact,1,86055,10.3847.2041-8213.ae1a5f_apjlae1a5ff4_93949,apjlae1a5ff4,10.3847/2041-8213/ae1a5f,image_raw_exact,1,35388,10.3847.1538-4365.acdc9f_apjsacdc9ff1_38645,apjsacdc9ff1,10.3847/1538-4365/acdc9f
5359,text-image,related_papers,unique,related_papers,True,caption_exact,1,35388,10.3847.1538-4365.acdc9f_apjsacdc9ff1_38645,apjsacdc9ff1,10.3847/1538-4365/acdc9f,image_raw_exact,1,86055,10.3847.2041-8213.ae1a5f_apjlae1a5ff4_93949,apjlae1a5ff4,10.3847/2041-8213/ae1a5f
5360,text-image,related_papers,unique,related_papers,True,caption_exact,1,60226,10.3847.2041-8213.ad7e1a_apjlad7e1af3_66244,apjlad7e1af3,10.3847/2041-8213/ad7e1a,image_raw_exact,1,62812,10.3847.2041-8213.ad18b0_apjlad18b0f3_69216,apjlad18b0f3,10.3847/2041-8213/ad18b0
5361,text-image,related_papers,unique,related_papers,True,caption_exact,1,62812,10.3847.2041-8213.ad18b0_apjlad18b0f3_69216,apjlad18b0f3,10.3847/2041-8213/ad18b0,image_raw_exact,1,60226,10.3847.2041-8213.ad7e1a_apjlad7e1af3_66244,apjlad7e1af3,10.3847/2041-8213/ad7e1a
5362,text-image,related_papers,unique,related_papers,True,caption_exact,1,65534,10.3847.2515-5172.ad8fb1_rnaasad8fb1f1_72320,rnaasad8fb1f1,10.3847/2515-5172/ad8fb1,image_raw_exact,1,16665,10.3847.2041-8213.ac88c0_apjlac88c0f1_17976,apjlac88c0f1,10.3847/2041-8213/ac88c0
5363,text-image,related_papers,unique,related_papers,True,caption_exact,1,16665,10.3847.2041-8213.ac88c0_apjlac88c0f1_17976,apjlac88c0f1,10.3847/2041-8213/ac88c0,image_raw_exact,1,65534,10.3847.2515-5172.ad8fb1_rnaasad8fb1f1_72320,rnaasad8fb1f1,10.3847/2515-5172/ad8fb1
5364,text-image,related_papers,unique,related_papers,True,caption_exact,1,48786,10.3847.1538-4357.ad737b_apjad737bf4_53620,apjad737bf4,10.3847/1538-4357/ad737b,image_raw_exact,1,18476,10.3847.2041-8213.ac46a1_apjlac46a1f3_19857,apjlac46a1f3,10.3847/2041-8213/ac46a1
5365,text-image,related_papers,unique,related_papers,True,caption_exact,1,18476,10.3847.2041-8213.ac46a1_apjlac46a1f3_19857,apjlac46a1f3,10.3847/2041-8213/ac46a1,image_raw_exact,1,48786,10.3847.1538-4357.ad737b_apjad737bf4_53620,apjad737bf4,10.3847/1538-4357/ad737b
5366,text-image,related_papers,unique,related_papers,True,caption_exact,1,83524,10.3847.1538-4365.ade0ad_apjsade0adf3_91108,apjsade0adf3,10.3847/1538-4365/ade0ad,image_raw_exact,1,4134,10.3847.1538-4357.ac91cb_apjac91cbf5_4485,apjac91cbf5,10.3847/1538-4357/ac91cb
5367,text-image,related_papers,unique,related_papers,True,caption_exact,1,4134,10.3847.1538-4357.ac91cb_apjac91cbf5_4485,apjac91cbf5,10.3847/1538-4357/ac91cb,image_raw_exact,1,83524,10.3847.1538-4365.ade0ad_apjsade0adf3_91108,apjsade0adf3,10.3847/1538-4365/ade0ad
5368,text-image,related_papers,unique,related_papers,True,caption_exact,1,37806,10.3847.2041-8213.ad01bd_apjlad01bdf6_41402,apjlad01bdf6,10.3847/2041-8213/ad01bd,image_raw_exact,1,27602,10.3847.1538-4357.ace690_apjace690f10_29827,apjace690f10,10.3847/1538-4357/ace690
5369,text-image,related_papers,unique,related_papers,True,caption_exact,1,27602,10.3847.1538-4357.ace690_apjace690f10_29827,apjace690f10,10.3847/1538-4357/ace690,image_raw_exact,1,37806,10.3847.2041-8213.ad01bd_apjlad01bdf6_41402,apjlad01bdf6,10.3847/2041-8213/ad01bd
5370,text-image,related_papers,unique,related_papers,True,caption_exact,1,42680,10.3847.2515-5172.ace5ad_rnaasace5adf1_46953,rnaasace5adf1,10.3847/2515-5172/ace5ad,image_raw_exact,1,42738,10.3847.2515-5172.acc17c_rnaasacc17cf1_47012,rnaasacc17cf1,10.3847/2515-5172/acc17c
5371,text-image,related_papers,unique,related_papers,True,caption_exact,1,42738,10.3847.2515-5172.acc17c_rnaasacc17cf1_47012,rnaasacc17cf1,10.3847/2515-5172/acc17c,image_raw_exact,1,42680,10.3847.2515-5172.ace5ad_rnaasace5adf1_46953,rnaasace5adf1,10.3847/2515-5172/ace5ad
5372,text-image,related_papers,unique,related_papers,True,caption_exact,1,61751,10.3847.2041-8213.ad3fb6_apjlad3fb6f2_68039,apjlad3fb6f2,10.3847/2041-8213/ad3fb6,image_raw_exact,1,8735,10.3847.1538-3881.ac77f8_ajac77f8f2_9389,ajac77f8f2,10.3847/1538-3881/ac77f8
5373,text-image,related_papers,unique,related_papers,True,caption_exact,1,8735,10.3847.1538-3881.ac77f8_ajac77f8f2_9389,ajac77f8f2,10.3847/1538-3881/ac77f8,image_raw_exact,1,61751,10.3847.2041-8213.ad3fb6_apjlad3fb6f2_68039,apjlad3fb6f2,10.3847/2041-8213/ad3fb6
5374,text-image,related_papers,unique,related_papers,True,caption_exact,1,20881,10.3847.2515-5172.ac73f1_rnaasac73f1f1_22360,rnaasac73f1f1,10.3847/2515-5172/ac73f1,image_raw_exact,1,6964,10.3847.1538-4357.ac83a8_apjac83a8f2_7496,apjac83a8f2,10.3847/1538-4357/ac83a8
5375,text-image,related_papers,unique,related_papers,True,caption_exact,1,6964,10.3847.1538-4357.ac83a8_apjac83a8f2_7496,apjac83a8f2,10.3847/1538-4357/ac83a8,image_raw_exact,1,20881,10.3847.2515-5172.ac73f1_rnaasac73f1f1_22360,rnaasac73f1f1,10.3847/2515-5172/ac73f1
5376,text-image,related_papers,unique,related_papers,True,caption_exact,1,4655,10.3847.1538-4357.ac9138_apjac9138f9_5027,apjac9138f9,10.3847/1538-4357/ac9138,image_raw_exact,1,25687,10.3847.1538-4357.acee7c_apjacee7cf3_27670,apjacee7cf3,10.3847/1538-4357/acee7c
5377,text-image,related_papers,unique,related_papers,True,caption_exact,1,25687,10.3847.1538-4357.acee7c_apjacee7cf3_27670,apjacee7cf3,10.3847/1538-4357/acee7c,image_raw_exact,1,4655,10.3847.1538-4357.ac9138_apjac9138f9_5027,apjac9138f9,10.3847/1538-4357/ac9138
5378,text-image,related_papers,unique,related_papers,True,caption_exact,1,60085,10.3847.2041-8213.ad84dc_apjlad84dcf4_66094,apjlad84dcf4,10.3847/2041-8213/ad84dc,image_raw_exact,1,91762,10.3847.PSJ.adfbf7_psjadfbf7f5_100059,psjadfbf7f5,10.3847/psj/adfbf7
5379,text-image,related_papers,unique,related_papers,True,caption_exact,1,91762,10.3847.PSJ.adfbf7_psjadfbf7f5_100059,psjadfbf7f5,10.3847/psj/adfbf7,image_raw_exact,1,60085,10.3847.2041-8213.ad84dc_apjlad84dcf4_66094,apjlad84dcf4,10.3847/2041-8213/ad84dc
5380,text-image,related_papers,unique,related_papers,True,caption_exact,1,17569,10.3847.2041-8213.ac63b0_apjlac63b0f4_18908,apjlac63b0f4,10.3847/2041-8213/ac63b0,image_raw_exact,1,40158,10.3847.2041-8213.acb932_apjlacb932f3_44124,apjlacb932f3,10.3847/2041-8213/acb932
5381,text-image,related_papers,unique,related_papers,True,caption_exact,1,40158,10.3847.2041-8213.acb932_apjlacb932f3_44124,apjlacb932f3,10.3847/2041-8213/acb932,image_raw_exact,1,17569,10.3847.2041-8213.ac63b0_apjlac63b0f4_18908,apjlac63b0f4,10.3847/2041-8213/ac63b0
5382,text-image,related_papers,unique,related_papers,True,caption_exact,1,61273,10.3847.2041-8213.ad50a2_apjlad50a2f1_67460,apjlad50a2f1,10.3847/2041-8213/ad50a2,image_raw_exact,1,1446,10.3847.1538-4357.ac9ebc_apjac9ebcf6_1560,apjac9ebcf6,10.3847/1538-4357/ac9ebc
5383,text-image,related_papers,unique,related_papers,True,caption_exact,1,1446,10.3847.1538-4357.ac9ebc_apjac9ebcf6_1560,apjac9ebcf6,10.3847/1538-4357/ac9ebc,image_raw_exact,1,61273,10.3847.2041-8213.ad50a2_apjlad50a2f1_67460,apjlad50a2f1,10.3847/2041-8213/ad50a2
5384,text-image,related_papers,unique,related_papers,True,caption_exact,1,35966,10.3847.1538-4365.acc4c8_apjsacc4c8f11_39281,apjsacc4c8f11,10.3847/1538-4365/acc4c8,image_raw_exact,1,78064,10.3847.1538-3881.ad8dd9_ajad8dd9f7_85334,ajad8dd9f7,10.3847/1538-3881/ad8dd9
5385,text-image,related_papers,unique,related_papers,True,caption_exact,1,78064,10.3847.1538-3881.ad8dd9_ajad8dd9f7_85334,ajad8dd9f7,10.3847/1538-3881/ad8dd9,image_raw_exact,1,35966,10.3847.1538-4365.acc4c8_apjsacc4c8f11_39281,apjsacc4c8f11,10.3847/1538-4365/acc4c8
5386,text-image,related_papers,unique,related_papers,True,caption_exact,1,1406,10.3847.1538-4357.ac99dc_apjac99dcf8_1518,apjac99dcf8,10.3847/1538-4357/ac99dc,image_raw_exact,1,57223,10.3847.1538-4365.ad7386_apjsad7386f4_62987,apjsad7386f4,10.3847/1538-4365/ad7386
5387,text-image,related_papers,unique,related_papers,True,caption_exact,1,57223,10.3847.1538-4365.ad7386_apjsad7386f4_62987,apjsad7386f4,10.3847/1538-4365/ad7386,image_raw_exact,1,1406,10.3847.1538-4357.ac99dc_apjac99dcf8_1518,apjac99dcf8,10.3847/1538-4357/ac99dc
5388,text-image,related_papers,unique,related_papers,True,caption_exact,1,58479,10.3847.1538-4365.ad2ddd_apjsad2dddf1_64342,apjsad2dddf1,10.3847/1538-4365/ad2ddd,image_raw_exact,1,46756,10.3847.1538-4357.ad8561_apjad8561f4_51313,apjad8561f4,10.3847/1538-4357/ad8561
5389,text-image,related_papers,unique,related_papers,True,caption_exact,1,46756,10.3847.1538-4357.ad8561_apjad8561f4_51313,apjad8561f4,10.3847/1538-4357/ad8561,image_raw_exact,1,58479,10.3847.1538-4365.ad2ddd_apjsad2dddf1_64342,apjsad2dddf1,10.3847/1538-4365/ad2ddd
5390,text-image,related_papers,unique,related_papers,True,caption_exact,1,55014,10.3847.1538-3881.ad110d_ajad110df9_60617,ajad110df9,10.3847/1538-3881/ad110d,image_raw_exact,1,40430,10.3847.2041-8213.aca8ab_apjlaca8abf2_44438,apjlaca8abf2,10.3847/2041-8213/aca8ab
5391,text-image,related_papers,unique,related_papers,True,caption_exact,1,40430,10.3847.2041-8213.aca8ab_apjlaca8abf2_44438,apjlaca8abf2,10.3847/2041-8213/aca8ab,image_raw_exact,1,55014,10.3847.1538-3881.ad110d_ajad110df9_60617,ajad110df9,10.3847/1538-3881/ad110d
5392,text-image,related_papers,unique,related_papers,True,caption_exact,1,74229,10.3847.1538-4357.ae0036_apjae0036f5_81363,apjae0036f5,10.3847/1538-4357/ae0036,image_raw_exact,1,7618,10.3847.1538-3881.ac882b_ajac882bf12_8165,ajac882bf12,10.3847/1538-3881/ac882b
5393,text-image,related_papers,unique,related_papers,True,caption_exact,1,7618,10.3847.1538-3881.ac882b_ajac882bf12_8165,ajac882bf12,10.3847/1538-3881/ac882b,image_raw_exact,1,74229,10.3847.1538-4357.ae0036_apjae0036f5_81363,apjae0036f5,10.3847/1538-4357/ae0036
5394,text-image,related_papers,unique,related_papers,True,caption_exact,1,89575,10.3847.2041-8213.adc435_apjladc435f4_97669,apjladc435f4,10.3847/2041-8213/adc435,image_raw_exact,1,89664,10.3847.2041-8213.adc42c_apjladc42cf2_97758,apjladc42cf2,10.3847/2041-8213/adc42c
5395,text-image,related_papers,unique,related_papers,True,caption_exact,1,89664,10.3847.2041-8213.adc42c_apjladc42cf2_97758,apjladc42cf2,10.3847/2041-8213/adc42c,image_raw_exact,1,89575,10.3847.2041-8213.adc435_apjladc435f4_97669,apjladc435f4,10.3847/2041-8213/adc435
5396,text-image,related_papers,unique,related_papers,True,caption_exact,1,53613,10.3847.1538-3881.ad2de9_ajad2de9f2_58998,ajad2de9f2,10.3847/1538-3881/ad2de9,image_raw_exact,1,71002,10.3847.1538-4357.ae0932_apjae0932f3_77900,apjae0932f3,10.3847/1538-4357/ae0932
5397,text-image,related_papers,unique,related_papers,True,caption_exact,1,71002,10.3847.1538-4357.ae0932_apjae0932f3_77900,apjae0932f3,10.3847/1538-4357/ae0932,image_raw_exact,1,53613,10.3847.1538-3881.ad2de9_ajad2de9f2_58998,ajad2de9f2,10.3847/1538-3881/ad2de9
5398,text-image,related_papers,unique,related_papers,True,caption_exact,1,79560,10.3847.1538-3881.adbbf1_ajadbbf1f5_86914,ajadbbf1f5,10.3847/1538-3881/adbbf1,image_raw_exact,1,38267,10.3847.2041-8213.ace7cb_apjlace7cbf1_41913,apjlace7cbf1,10.3847/2041-8213/ace7cb
5399,text-image,related_papers,unique,related_papers,True,caption_exact,1,38267,10.3847.2041-8213.ace7cb_apjlace7cbf1_41913,apjlace7cbf1,10.3847/2041-8213/ace7cb,image_raw_exact,1,79560,10.3847.1538-3881.adbbf1_ajadbbf1f5_86914,ajadbbf1f5,10.3847/1538-3881/adbbf1
5400,text-image,related_papers,unique,related_papers,True,caption_exact,1,12542,10.3847.1538-4365.ac961f_apjsac961ff6_13530,apjsac961ff6,10.3847/1538-4365/ac961f,image_raw_exact,1,15736,10.3847.1538-4365.ac3e72_apjsac3e72f2_16949,apjsac3e72f2,10.3847/1538-4365/ac3e72
5401,text-image,related_papers,unique,related_papers,True,caption_exact,1,15736,10.3847.1538-4365.ac3e72_apjsac3e72f2_16949,apjsac3e72f2,10.3847/1538-4365/ac3e72,image_raw_exact,1,12542,10.3847.1538-4365.ac961f_apjsac961ff6_13530,apjsac961ff6,10.3847/1538-4365/ac961f
